%ename 
%prompt ?
%selkey 1234567890
%dupsel 10
%keyname begin
nfqt 迅猛
nfrb 导报
nfrg 迅捷
nfrw 改朝换代
nfsm 发动机
nft 屠
nfte 导航
nftg 慎重
nftj 屠
nftm 导向
nftp 导管
nftu 悔过自新
nfu 导
nfua 情真意切
nfub 丑闻
nfub 悖逆
nfuf 悻
nfuf 熨斗
nfuk 慰问
nfuq 层次
nfuy 心地善良
nfvc 愤怒
nfvw 发动群众
nfwf 展示会
nfws 导体
nfwt 慢动作
nfwu 惨无人道
nfww 发起人
nfwx 丑化
nfxe 层级
nfxg 导线
nfxu 导弹
nfy 忖
ng 怀
ngab 情节
ngae 懒散
ngbb 屋子
ngbm 悟出
ngbt 民不聊生
ngc 屋
ngce 恨不能
ngcf 屋
ngck 懒怠
ngcw 刁难
ngd 刁
ngde 怀有
ngdg 情感
ngdm 情面
ngdr 情愿
ngds 民政厅
nge 情
ngeb 怀孕
ngeg 情
ngew 以理服人
ngff 惊天动地
ngfg 忙不过来
ngfh 情趣
ngfj 发表声明
ngfq 怀远
ngft 迅速增长
ngga 情形
nggd 慢吞吞
nggf 以至于
nggj 情理
ngh 怔
nghg 怔
nghh 心理上
nghj 怀旧
nght 眉开眼笑
ngi 怀
ngic 懒汉
ngif 司法
ngij 恒温
ngip 心理学
ngiw 屋脊
ngiy 怀
ngj 恒
ngjg 恒
ngjt 恒星
ngjy 情景
ngk 司
ngkd 司
ngkg 悟
ngki 悚
ngkm 懒
ngln 情思
ngmh 情由
ngnd 懒惰
ngng 情怀
ngnl 尽责尽力
ngnn 情书
ngnv 怀恨
ngny 恒心
ngpr 以事实为根据
ngpw 民事案件
ngqh 刁钻
ngqy 改正错误
ngrb 情报
ngrf 改天换地
ngrh 改正缺点
ngrk 情操
ngrq 怀抱
ngrt 心平气和
ngrv 情势
ngry 快速反应
ngsd 屋顶
ngsi 必不可少
ngsm 司机
ngsq 必不可免
ngta 司长
ngtb 恬不知耻
ngtj 怪不得
ngts 情不自禁
ngu 怦
ngud 怀着
nguh 怦
nguj 情意
nguk 情况
ngum 发表意见
ngvh 惨不忍睹
ngvt 恰到好处
ngwf 怀仁
ngwk 情侣
ngwu 敢于创新
ngww 情人
ngwx 怀化
ngwy 怀念
ngwy 司令
ngx 愫
ngxf 情绪
ngxi 愫
ngxt 怀疑
ngxx 民事纠纷
ngym 情调
ngyp 情谊
ngyu 发表文章
ngyy 民事诉讼
nh 收
nhaa 收工
nhad 收藏
nhae 疏散
nhaq 收获
nhbc 收取
nhce 疏通
nhd 眉
nhda 戕
nhdd 奘
nhde 爿
nhdh 收存
nhdn 收成
nhe 胥
nhef 胥
nhep 收受
nhf 遐
nhfc 收支
nhff 收款
nhfh 收起
nhfn 收场
nhfp 遐
nhfq 疏远
nhgc 收到
nhgd 以点带面
nhhg 眉睫
nhhh 眉目
nhi 疋
nhia 收汇
nhin 疏漏
nhj 蛋
nhjc 收紧
nhjh 悼
nhju 蛋
nhkh 心目中
nhkr 收听
nhlk 收回
nhlq 收罗
nhmd 以上几个方面
nhmq 收购
nhne 屡战屡胜
nhnf 疏导
nhnr 惧怕
nhnt 收发
nhnu 收买
nhou 蛋糕
nhpd 收割
nhpw 收容
nhq 鹛
nhqg 鹛
nhqr 疏忽
nhqy 收留
nhrd 收拢
nhrg 收兵
nhrh 收看
nhrn 收据
nhrr 蛋白
nhru 以旧换新
nhrw 收拾
nhsh 遐想
nhsi 眉梢
nhsw 疏松
nht 收
nhtf 眉毛
nhtj 收复
nhts 收条
nhtu 收税
nhty 收入
nhud 收养
nhuj 收音
nhuq 收效
nhuw 收益
nhvi 收录
nhw 惧
nhwg 收敛
nhwy 收集
nhwy 悼念
nhxj 收费
nhxp 收缩
nhxr 收缴
nhxy 收编
nhy 疏
nhya 以此为荣
nhyd 以此为基础
nhyn 悼词
nhyq 疏
nhyr 以此为根据
nhyu 以此为准
nhyy 收文
ni 悄
nici 惊涛骇浪
nie 悄
nied 屑
nieg 悄
nieq 以少胜多
nifb 发源地
nigx 尿素
nii 尿
niit 以法治税
niiu 懒洋洋
nili 劈波斩浪
nill 迟浩田
nim 惝
nimd 以小见大
nimk 惝
nini 悄悄
ninq 恍惚
nipe 书法家
niq 恍
niqd 恍然
niqd 悄然
niqi 尼泊尔
niqn 恍
nir 犀
nirh 犀
nisu 司法机关
nitj 犀利
niuk 司法部
niuk 心满意足
niuu 司法部门
nixa 惨淡经营
nj 慢
njc 悭
njcf 悭
njcl 发电能力
njdg 发电厂
njdl 尽最大努力
njef 避暑胜地
njf 悍
njfg 悝
njfh 悍
njft 发明专利
njg 怛
njgg 怛
njgp 心照不宣
njhy 心明眼亮
njjg 发电量
njkm 民盟中央
njkn 展览中心
njl 慢
njlc 慢
njld 收归国有
njlg 愠
njmy 避暑山庄
njnt 慢性
njpe 发明家
njpn 心旷神怡
njq 惕
njqd 悍然
njqn 展览馆
njqr 惕
njsm 发电机
njt 惺
njtg 惺
njuh 发电站
njuq 发明奖
njwf 展览会
njwt 发明创造
njwu 忙里偷闲
njy 憬
njyi 憬
njyt 心里话
nk 避
nkbb 书呆子
nkc 悒
nkcc 壁垒
nkcn 悒
nkcw 避难
nkdo 心中有数
nkeb 避孕
nkeu 臂膀
nkfo 心中无数
nkga 避开
nkgl 壁画
nkh 忡
nkhh 忡
nkhm 愦
nkjf 避暑
nkk 愕
nkkn 愕
nkmf 异口同声
nkmq 避风
nknb 尽忠尽职
nkqk 避免
nku 辟
nkue 臂
nkue 襞
nkuf 壁
nkuh 辟
nkun 甓
nkup 避
nkuq 鐾
nkur 擘
nkus 檗
nkuv 劈
nkuv 嬖
nkuy 璧
nkuy 譬
nkvg 心口如一
nkvk 譬如
nkvu 避嫌
nkye 辟谣
nkyf 避讳
nkyw 发号施令
nl 惭
nla 翼
nlaw 翼
nldy 尽力而为
nlfj 民办教师
nlnr 惭愧
nlny 心连心
nlr 惭
nlrh 惭
nlrr 尼加拉瓜
nls 悃
nlsy 悃
nluu 心力交瘁
nlwe 民办公助
nly 愣
nlyn 愣
nm 届
nmd 届
nmdj 惴
nmdy 怏
nmf 惆
nmfk 惆
nmfp 尸骨未寒
nmg 恫
nmgk 恫
nmgq 屡见不鲜
nmh 刷
nmhj 刷
nmia 届满
nmit 刷洗
nmj 恻
nmjf 届时
nmjg 收购量
nmjh 恻
nmkg 恫吓
nmma 异曲同工
nmn 恺
nmnn 恺
nmnt 惆怅
nmny 心贴心
nmpk 必由之路
nmpt 收购额
nmqd 惘然
nmrk 情同手足
nmu 惘
nmuh 收购站
nmun 惘
nmus 刷新
nmwj 已见分晓
nmws 收购价格
nmww 收购价
nmya 收购计划
nn 忆
nna 巽
nnai 居心叵测
nnap 层层落实
nnaq 已获
nnat 快攻
nnaw 巽
nnbp 书院
nnbv 局限
nnbw 发展阶段
nndd 忙忙碌碌
nndm 书面
nndm 局面
nndn 怀恨在心
nndq 习惯成自然
nndt 已故
nnf 忸
nnff 羽坛
nnfg 忸
nnfj 书刊
nnfr 惊心动魄
nnft 发展规律
nng 己
nngf 快于
nngf 习惯于
nngg 愤愤不平
nngk 快速
nngl 书画
nngn 己
nngn 巳
nngt 尸
nngy 发展速度
nnh 书
nnhh 书目
nnhi 快步
nnhk 居民点
nnhl 发展战略
nnhq 快餐
nnhy 书
nnif 书法
nnig 发展水平
nnij 慷慨激昂
nnik 发展党员
nnit 快活
nnk 局
nnkd 局
nnkp 发展中国家
nnkq 发展史
nnl 乙
nnlg 快车
nnlk 书架
nnll 乙
nnlx 发愤图强
nnme 尸骨
nnml 居民购买力
nnn 忆
nnna 书展
nnnf 快慰
nnng 发展迅速
nnnj 快慢
nnnl 羽翼
nnnn 已
nnnt 习惯性
nnpg 书写
nnqg 慷慨解囊
nnqh 局外
nnqi 快乐
nnqk 书名
nnqn 书包
nnqq 快快乐乐
nnqr 眉飞色舞
nnrb 书报
nnrg 快捷
nnrl 习惯势力
nnrr 惊慌失措
nnrv 局势
nnsg 书本
nnsq 心心相印
nnsr 恰恰相反
nnsv 快要
nnta 局长
nntd 书籍
nntd 已知
nnte 快艇
nntf 羽毛
nntu 发展生产
nntw 居民委员会
nnty 居民身份证
nnu 忌
nnug 慢性病
nnuj 发展前景
nnuk 局部
nnul 尽心竭力
nnuq 已将
nnut 尸首
nnux 快递
nnv 乜
nnvq 已婚
nnvs 忧心如焚
nnvy 忌妒
nnw 快
nnwj 心情舒畅
nnwk 局促
nnws 尸体
nnwt 己任
nnwy 书信
nnx 怩
nnxa 羽绒
nnxc 已经
nnxe 局级
nnxi 发展经济
nnxn 怩
nny 羽
nnye 心悦诚服
nnyf 忌讳
nnyg 羽
nnyh 书店
nnyi 习以为常
nnym 书市
nnyn 书记
nnyn 快讯
nnyt 发展方向
nnyw 发展变化
no 屡
nofp 导火索
noi 屎
nono 屡屡
nouq 屡次
nov 屡
novd 屡
noxg 导火线
np 忱
npcn 慎之又慎
npfb 发祥地
npgp 心神不安
npgt 心安理得
npjc 悔之晚矣
npl 恽
nplh 恽
nplq 居安思危
npmn 司空见惯
npna 惋惜
nppf 异军突起
npq 忱
npqb 惋
npqn 忱
npst 以礼相待
nq 懈
nqck 懈怠
nqck 收银台
nqdf 愤然而起
nqdn 恍然大悟
nqdu 疏忽大意
nqe 懈
nqeh 懈
nqfr 必然趋势
nqft 必然规律
nqgq 以色列
nqgq 恨铁不成钢
nqj 恂
nqjg 恂
nqnn 迅猛发展
nqnt 必然性
nqr 惚
nqrn 惚
nqru 心狠手辣
nqta 以逸待劳
nquc 心猿意马
nquq 遐尔闻名
nqvs 心急如焚
nqwf 展销会
nqww 局外人
nqxj 必然结果
nr 怕
nrad 怕苦
nrak 惶惑
nram 惶恐
nrdw 以势压人
nrdx 发扬成绩
nrg 怕
nrgg 惶
nrgq 怕死
nrh 忻
nrid 发扬光大
nrkk 蛋制品
nrky 飞扬跋扈
nrlx 怕累
nrmq 情报网
nrmx 以失败而告终
nrn 忾
nrnn 情报局
nrnr 惶惶
nrnr 敢打敢拼
nrny 发扬民主
nrq 愧
nrqc 愧
nrrf 蛋白质
nrrn 情报所
nrsf 情报检索
nrso 屈指可数
nrtp 局势稳定
nruq 愧疚
nrwe 发挥作用
nrwr 发挥优势
nrww 怕人
nrxj 书报费
nryn 以提高经济效益为中心
nryt 忻州
nsce 尽可能
nsfn 飞机场
nsgg 异想天开
nsgh 屡禁不止
nsnf 敢想敢干
nsnt 必要性
nsrt 飞机制造
nsry 必要措施
nss 憷
nssh 憷
nstw 必要条件
nsy 怵
nsyt 以权谋私
nsyy 怵
nt 必
nta 怅
ntaa 发芽
ntad 改期
ntaf 改革
ntai 发落
ntay 怅
ntb 悸
ntbd 尾随
ntbg 悸
ntbi 发函
ntbm 发出
ntc 发
ntce 性能
ntcm 改观
ntcn 尾巴
ntcw 发难
ntcy 发
ntd 恬
ntda 发射成功
ntde 必有
ntdg 恬
ntdl 履历
ntdm 发布
ntdn 改成
ntdp 发达
nte 必
nted 必须
ntet 必胜
ntf 尾
ntfc 屐
ntfd 必需
ntfh 忏
ntfh 忤
ntfj 改进
ntfn 尾声
ntfp 悔过
ntfp 改过
ntfu 懊丧
ntg 性
ntgb 以身殉职
ntgd 改天
ntge 发表
ntgf 属于
ntgg 性
ntgh 改正
ntgi 发还
ntgk 履带
ntgm 发现
nth 怍
nthf 怍
nthh 屣
ntia 发泄
ntid 发源
ntig 收入水平
ntip 发觉
ntiq 发光
ntj 虱
ntje 发明
ntjg 发行量
ntji 虱
ntjj 改日
ntjn 发电
ntjt 愎
ntjv 发照
ntk 属
ntkg 恪
ntkk 改口
ntkl 性别
ntkm 飞行员
ntky 属
ntl 恤
ntld 悔罪
ntlg 恤
ntls 改造思想
ntm 懊
ntmd 懊
ntmf 发财
ntmn 发自内心
ntmt 必败
ntna 发展
ntnf 发愤
ntng 性情
ntng 悔悟
ntnm 怅惘
ntnt 属性
ntnt 忏悔
ntnt 懊悔
ntnv 悔恨
ntny 懊恼
nto 愀
ntoa 发烧
ntoo 发炎
ntov 屦
ntoy 愀
ntpe 发家
ntpf 恪守
ntpg 必定
ntpg 改写
ntpu 属实
ntqd 必然
ntqi 恢复名誉
ntqk 改名
ntqn 发包
ntqq 快得多
ntqt 发狂
ntqv 性急
ntrb 发报
ntrf 性质
ntrh 改掉
ntrn 发扬
ntrn 发掘
ntro 恒生指数
ntrp 发挥
ntrq 改换
ntrr 发誓
ntrv 发热
ntsf 发票
ntsg 发酵
ntsh 属相
ntst 性格
ntsv 必要
ntt 履
nttf 改造
nttf 履行
nttg 发生
nttj 必得
nttl 必备
nttm 发射
ntto 发愁
nttq 改称
nttt 发笑
nttu 恢复生产
ntty 发稿
ntud 改善
ntuf 改装
ntug 发病
ntum 发疯
ntuq 必将
ntut 改道
ntvc 发怒
ntvf 改建
ntvh 尽管如此
ntvi 异乎寻常
ntwf 居委会
ntwg 性命
ntwh 必修
ntwm 以身作则
ntwt 改任
ntww 买入价
ntwx 发货
ntwy 发售
ntx 悔
ntxe 改组
ntxu 悔
ntxw 发给
ntxy 改编
nty 改
ntyc 发育
ntyg 发证
ntyl 避重就轻
ntyo 改变
ntyp 发亮
ntyt 发放
ntyv 改良
ntyy 发言
ntyy 发文
nu 习
nua 屏
nuaa 民间工艺
nuaj 屏幕
nuak 屏
nuas 民间艺术
nuat 收效甚微
nuau 屏蔽
nuaw 民间艺人
nubg 悦耳
nubu 屏障
nucb 飞驰
nuce 买通
nud 习
nudd 羼
nudf 飞奔
nudu 买
nudv 恼羞成怒
nuet 习用
nuf 翌
nufa 局部地区
nufd 以资鼓励
nufh 飞越
nufj 买进
nufn 买卖
nugk 飞速
nugo 憎恶
nuhh 悦目
nuhq 局部战争
nui 飞
nuic 民意测验
nuim 飞溅
nuir 情况汇报
nuix 飞涨
nuj 惮
nujf 憧
nujg 习题
nujj 翌日
nujn 慰问电
nuk 悦
nukh 飞跃
nukq 悦
nul 憎
nulf 慰问团
nulg 飞车
nulj 憎
nulw 买办
numh 买帐
nunj 憧憬
nunn 飞快
nunt 习性
nunu 尽善尽美
nunv 憎恨
nunx 习惯
nurd 改头换面
nurh 翌年
nurk 民间舞蹈
nurl 飞舞
nurn 飞扬
nusm 飞机
nusm 收音机
nute 飞船
nutf 飞行
nuti 改善生活
nutm 飞向
nutu 局部利益
nuty 飞往
nuud 飞翔
nuv 慊
nuvo 慊
nuwj 层次分明
nuws 收益分配
nuwt 习作
nuwu 居首位
nuww 买价
nuwy 慰问信
nux 悌
nuxt 悌
nuxv 刷新纪录
nuxx 民间组织
nuy 悯
nuya 民间文艺
nuyg 买主
nuys 民意调查
nuyv 以次充好
nuyx 发病率
nuyy 买方
nv 恨
nvaw 恰如其分
nvc 慨
nvcq 慨
nvda 屡建奇功
nve 恨
nvey 恨
nvit 心灵深处
nvk 怊
nvkg 怊
nvly 快刀斩乱麻
nvn 忉
nvni 惟妙惟肖
nvsm 收录机
nvsr 恰好相反
nvv 尻
nvvp 心如刀割
nvwu 尽如人意
nw 愉
nwag 恰巧
nwam 惟恐
nwaq 居住区
nwb 怆
nwbn 怆
nwc 忪
nwcy 忪
nwdd 以公有制为基础
nwde 惟有
nwdt 居住面积
nwe 戮
nwea 戮
nweg 鹨
nwg 愉
nwgj 愉
nwgk 恰
nwgl 慌作一团
nwii 发人深省
nwil 发人深思
nwiv 恰当
nwkm 司令员
nwlt 尽全力
nwlu 居全国之首
nwna 怜惜
nwng 快人快事
nwnn 愉快
nwnu 怜悯
nwnw 恰恰
nwny 憔悴
nwpw 戳穿
nwqt 惟独
nwtd 恰逢
nwtf 以假乱真
nwtw 居领先地位
nwuk 司令部
nwvb 恰好
nwwh 慢悠悠
nwwk 司售人员
nwwn 恰似
nwwu 性命攸关
nwww 收件人
nwxt 尽人皆知
nwy 惟
nwya 戳
nwyc 怜
nwyf 翟
nwyg 惟
nwyj 必修课
nwyo 憔
nx 尼
nxbw 必经阶段
nxdx 尼龙
nxem 屁股
nxet 惯用
nxf 惯
nxfm 惯
nxgu 迟疑不决
nxgx 改弦更张
nxin 以经济建设为中心
nxj 怫
nxjh 怫
nxjl 改弦易辙
nxnt 惯性
nxpf 必经之地
nxth 收费处
nxuh 收费站
nxux 恃强凌弱
nxv 尼
nxwg 惯例
nxx 屁
nxxv 屁
ny 心
nyad 以期
nyaf 心甘
nyai 民族区域自治
nyam 惊恐
nyao 民族工业
nyas 民族艺术
nyaw 民主革命
nyb 恼
nybh 恼
nybk 尽职
nybw 惊险
nyby 以防
nycr 民族矛盾
nycy 惊骇
nyde 改变面貌
nydr 心愿
nyds 惊奇
nydv 忙碌
nydx 民族大团结
nydy 心态
nyeb 心服
nyef 心肝
nyen 心肠
nyep 心爱
nyeq 心胸
nyet 心腹
nyeu 民族服装
nyey 心脏
nyfa 民族地区
nyfb 心地
nyfc 惊动
nyff 民主运动
nyfg 尺寸
nyfi 以求
nyfk 惊喜
nyfm 以南
nyfn 心声
nyfq 心坎
nyfu 心境
nyfy 民族教育
nygc 迟到
nygf 忙于
nygg 居高不下
nygh 以下
nygi 民主政治
nygj 心理
nygk 心事
nygm 尽责
nygo 以来
nygr 民族素质
nygt 民族平等
nygw 民族事务委员会
nyh 惦
nyha 心虚
nyhh 心目
nyhk 惦
nyhv 心眼
nyhx 以此
nyhy 忭
nyi 尺
nyif 心潮
nyii 民主党派
nyip 民主党
nyiw 尽兴
nyiy 惊
nyj 昼
nyjf 心里
nyjg 尽量
nyjh 迟早
nyjh 尽早
nyk 咫
nykc 惊叹
nykg 惊吓
nykh 心跳
nykn 惊叫
nykt 惊呼
nykw 咫
nyl 懔
nyli 懔
nyll 心田
nyln 心思
nylq 心软
nylt 尽力
nylx 民族团结
nyms 民族风格
nymw 以内
nyna 惊慌
nyng 心情
nyng 尽情
nynk 惊愕
nynn 忙
nynn 尽快
nynr 惊惶
nynv 慷慨
nyny 惊心
nyny 咫尺
nyod 心烦
nyoo 恼火
nyop 民族精神
nyp 迟
nypi 迟
nypy 心神
nyqf 民族解放运动
nyqg 迟钝
nyqh 以外
nyqk 以免
nyqt 心狠
nyqu 民族独立
nyqv 心急
nyqx 民族解放阵线
nyqy 民族解放
nyrd 惊扰
nyrg 以后
nyry 民主制度
nysc 发言权
nysg 惊醒
nysh 心想
nysl 民族歌舞团
nyst 以诚相待
nytd 忙乱
nytf 以待
nytg 民主管理
nyth 书记处
nyti 民族自治
nytj 心得
nytl 心血
nytm 民主自由
nytp 尽管
nytq 民族特色
nytr 以赢利为目的
nyts 民族自决权
nytu 民族利益
nytw 民族委员会
nyty 以往
nyu 尽
nyuc 心痛
nyud 心头
nyue 以前
nyug 心病
nyuj 心意
nyuq 以资
nyus 民族资本
nyut 心疼
nyuu 尽
nyux 以北
nyv 慷
nyvc 恼怒
nyvh 慵
nyvi 慷
nyvo 心灵
nyvw 民主建国会
nyvy 民主建设
nyw 以
nywf 翠
nywf 悴
nywg 以便
nywm 民主作风
nywr 民主集中制
nyww 发言人
nywx 民主化
nywy 惦念
nyxe 迟缓
nyxf 心绪
nyxi 民族经济
nyxl 心细
nyxt 迟疑
nyxv 翠绿
nyxx 民族纠纷
nyxy 心弦
nyya 惊讶
nyyf 心计
nyyk 迟误
nyyl 以为
nyyn 惦记
nyyp 惊诧
nyyq 心底
nyyt 改变方向
nyyw 昼夜
nyyy 民主评议
o 为
oa 煤
oabb 炎黄子孙
oadi 煤耗
oady 煤矿
oaeb 炼乳
oaf 煤
oaff 粪土
oafg 烘干
oafs 煤
oagq 迷惑不解
oaim 煤油
oaim 炼油
oakf 火药味
oall 煤田
oamd 煤炭
oan 炬
oanf 煤层
oang 炬
oanw 炼
oaol 煤烟
oaqm 炼钢
oaqr 炼铁
oarf 煤质
oarm 炼制
oarn 煤气
oart 烘托
oat 烧
oatq 烧
oava 烧毁
oaw 烘
oawg 粪便
oawt 烧伤
oawu 粪
oawy 炼焦
oaxf 烧结
ob 籽
obg 籽
oc 烃
oca 烃
ocag 烃
ocb 糅
ocbs 糅
ocd 糁
ocde 糁
ocn 粑
od 类
odd 粝
oddn 粝
oddr 燎原
ode 糊
odeg 煳
odg 炻
odga 类型
odgi 烦琐
odiw 糊涂
odkh 烦躁
odkl 类别
odm 烦
odmy 烦
odny 烦恼
odok 烦燥
odrw 类推
odu 类
odui 燎
odun 烦闷
oduq 类次
odwn 类似
odwo 爆破作业
odxw 精耕细作
odxx 类比
odya 精确度
oe 粗
oeg 粗
oegg 粗
oeig 粗浅
oeja 粗暴
oel 爝
oelf 爝
oelt 粗略
oeny 粗心
oeot 粗糙
oeqt 粗犷
oeuf 粗壮
oeww 粗俗
oeyt 粗放
of 灶
ofd 糯
ofdj 糯
ofg 灶
ofn 炜
ofnh 炜
ofol 烤烟
oft 烤
oftn 烤
ofxi 烟雾弥漫
og 业
ogaa 精工
ogag 精巧
ogam 精英
ogb 邺
ogbh 邺
ogbn 炖
ogce 精通
ogd 业
ogdi 精耕
ogdq 精确
ogdy 精矿
oge 精
ogeg 精
ogeo 数不胜数
oges 精彩
ogfg 精干
ogga 凿开
oggc 精致
ogia 精湛
ogig 数不清
ogiq 精光
ogj 粳
ogje 精明
ogjq 粳
ogk 焐
ogkg 焐
ogkh 糟蹋
ogkk 精品
ogkm 炊事员
oglt 精力
ogm 炳
ogme 精髓
ogmj 糟
ogmw 炳
ognj 精悍
ognk 精辟
ognn 业已
ogny 精心
ogoa 精炼
ogor 糟粕
ogou 糟糕
ogoy 精粹
ogpn 精密
ogpw 凿穿
ogpy 精神
ogqu 精锐
ogrg 精兵
ogrm 精制
ogtf 精选
ogtl 业务
ogtu 精简
ogu 凿
ogub 凿
oguc 黻
ogud 精减
oguf 精装
ogug 精美
ogui 黹
oguy 黼
ogwt 业余
ogwx 精华
ogxa 精练
ogxc 业经
ogxg 业绩
ogxl 精细
ogxy 精纺
ogya 精度
ogyd 精诚
ogyf 精读
ogyg 业主
ogyv 精良
oh 粘
ohj 焯
ohjh 焯
ohk 粘
ohkg 粘
ohli 火上加油
ohmh 粘贴
ohpb 数目字
oi 炒
oifa 烟消云散
oit 炒
oitt 炒
oj 烛
oja 爆
ojai 爆
ojat 数易其稿
ojdh 爆破
ojf 焊
ojfh 焊
ojgq 爆裂
ojia 爆满
ojl 熳
ojlc 熳
ojnt 爆发
ojoi 糊里糊涂
ojot 爆炸
ojru 焊接
ojtt 爆竹
oju 煜
ojug 煜
ojxf 精明强干
ojy 烛
ok 炽
okgq 炽烈
okk 燥
okks 燥
okrv 炽热
okw 炽
okwy 炽
ol 烟
olaj 烟草
olaw 烟花
olck 烟台
old 烟
oldy 烟
olft 烟雾
olg 煨
olge 煨
olif 烟尘
olkf 烟叶
olnd 火力发电厂
olnj 火力发电
oloo 烟火
oltl 烟囱
olud 火车头
oluh 火车站
olwf 粉墨登场
olyi 精力充沛
om 灿
omao 煤炭工业
omh 籼
omho 煽风点火
omkg 炯
omom 炯炯
omou 灿烂
omxy 精雕细刻
on 断
ondm 断面
ondu 粗心大意
ondy 数以百计
ondy 数以万计
onga 断开
ongq 断裂
onh 糈
onhe 糈
oniy 断流
onjn 断电
onjo 精心照料
onnf 断层
onpg 断定
onpq 燃眉之急
onqd 断然
onr 断
onrg 熠
onrh 断
onrt 炀
onta 精心策划
onty 数以千计
onud 断送
onuq 断交
onw 炔
onwy 炔
onxq 断绝
onxx 精心组织
ony 烬
onyu 烬
onyy 断言
oo 炎
ooag 火葬
ooal 火苗
ooaq 火警
ooaw 火花
ooax 火药
oob 郯
oobh 郯
oocj 灯火通明
oodh 炎夏
oodo 粉煤灰
oofn 火场
oofy 火坑
oogk 火速
oogw 爆炸事件
oohx 火柴
ooio 灯火辉煌
ooiq 火光
ooit 火海
ooj 剡
ooja 火暴
oojh 剡
oojt 火星
oolg 火车
oolt 火力
oomm 火山
oong 火情
ooo 火
oooa 火炬
oooo 火
oooq 火焰
ooou 焱
oooy 火炉
oopo 火灾
oorc 火把
oorv 炎热
ootk 火种
ootu 火箭
oou 炎
ooug 炎症
oouy 炎凉
oowh 火候
oowx 火化
ooxg 火线
ooxx 断断续续
ooya 火炬计划
op 迷
opaa 数字式
opak 迷惑
opcw 数字通信
opde 精神面貌
opf 烷
opfi 粽
opfl 精神境界
opfq 烷
opfs 精神支柱
opft 迷雾
opg 煊
opgg 煊
opgk 熔融
ophk 熔点
opi 迷
opii 精神污染
opij 迷漫
opiv 迷津
opkh 迷路
opmp 精神财富
opnm 迷惘
opod 迷糊
opon 精神焕发
opoy 熔炉
oppk 迷宫
oprr 精神抖擞
oprw 迷失
opte 迷航
opti 精神生活
opud 精神状态
opug 精神病
oput 精神准备
opw 熔
opwk 熔
opwo 精神食粮
opwt 迷途
opww 迷人
opwx 熔化
opwy 迷信
opxx 粮农组织
opya 精密度
opyj 精神文明
opyo 迷恋
opyy 精神文明建设
oq 炮
oqa 遴
oqab 粼
oqap 遴
oqck 炮台
oqd 烯
oqdh 烯
oqdo 燃
oqfh 燃起
oqfm 炮击
oqfn 炮声
oqgk 炊事
oqgu 焕然一新
oqhk 燃点
oqhw 炊具
oqi 烁
oqim 燃油
oqiy 烁
oqlc 炮轰
oqm 焕
oqmd 焕
oqn 炮
oqnn 炮
oqnt 焕发
oqoa 燃烧
oqoo 炮火
oqoo 焰火
oqou 燃料
oqrg 炮兵
oqrm 炮制
oqrt 炮手
oqrv 灼热
oqrx 断然拒绝
oqte 炮艇
oqub 精锐部队
oqv 焰
oqvg 焰
oqw 炊
oqwd 炮仗
oqwt 灼伤
oqwy 炊
oqxu 炮弹
oqy 灼
oqyl 熘
oqyt 燃放
oqyy 灼
or 煌
orbb 烂摊子
org 粕
orgg 煌
orit 粗制滥造
ortg 精兵简政
orxt 精打细算
oryl 数据库
os 灯
osdk 粗枝大叶
osfa 灯塔
osg 粞
osh 灯
oshw 灯具
osiq 灯光
osiq 灯泡
osoo 灯火
ostd 灯笼
osyo 灯谜
ot 烽
otax 炸药
otbt 业务联系
otd 烽
otdh 烽
otdm 粉身碎骨
otf 糙
otfg 炸坏
otfp 糙
otgo 熄灭
otgq 炸死
otgr 业务素质
otgt 炮舰政策
otgx 精简整编
oth 炸
othd 糗
othf 炸
othj 糌
othn 熄
otig 业务水平
otin 业务学习
otk 烙
otkg 烙
otkm 业务员
otm 燠
otmd 燠
oto 燔
otol 燔
oton 炸断
otoo 烽火
otqg 烙印
otrn 粮管所
otss 精简机构
ottu 业务科
otu 烀
otuh 烀
otva 炸毁
otwk 业务人员
otwt 炸伤
otxu 炸弹
oty 敉
ou 料
oubb 粒子
ouby 断章取义
oud 烊
oudh 烊
oue 燧
ouep 燧
ouf 料
oufg 烂
oufh 料
oufo 精益求精
oug 粒
ougc 料到
ougj 料理
ougo 糕
ouhk 糕点
ouij 烂漫
ouin 烂泥
ouk 焙
oukg 焙
ouln 精疲力尽
oulu 精疲力竭
oum 熵
oumk 熵
oun 焖
ouny 焖
oupg 料定
ousg 精装本
oush 料想
ouug 火辣辣
ouuy 爆冷门
oux 糍
ouxx 糍
ouyb 烂熟
ov 娄
ovai 数落
ovdc 数码
ovdj 数百
ovdn 数万
ove 煺
ovee 数月
ovep 煺
ovf 娄
ovfg 数十
ovgj 数理
ovgq 数列
ovhh 数目
ovip 数学
ovjg 数量
ovjj 数日
ovpb 数字
ovpt 数额
ovrh 数年
ovrn 数据
ovrp 数控
ovt 数
ovtf 数千
ovty 数
ovuq 数次
ovwf 数值
ovwn 数亿
ovwu 数位
ovxw 精妙绝伦
ovyu 数说
ow 粉
owb 炝
owbn 炝
owd 煅
owdc 煅
owdy 粉碎
owef 业余爱好者
owev 业余爱好
owf 烩
owfc 烩
owfy 业余教育
owgs 粉末
owif 粉尘
owju 业余时间
own 糇
ownd 糇
ownm 粉刷
ownn 粮食局
